country,code,indicator,ind_code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Pacific island small states,PSS,Aquaculture production (metric tons),ER.FSH.AQUA.MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,857,10191,11252,5538,7280,11476,11710,6021.9,3528.034,3400,5481,9759,7764,8370,26287.02,18273,14296.4,5545,4788,6225.7,8270.3,11946.4,2872.1,3507.95,6884.316,13065.91,12545.98,16414.791,14819.045,16608.7057,16605.476,15047.7025,
Post-demographic dividend,PST,Aquaculture production (metric tons),ER.FSH.AQUA.MT,681151,733720,839377,944584,941994,982979,991333,1080554,1201818,1128482,1344997,1420215,1574358,1823448,2014857,2024567,2110155,2269968,2265882,2283166,2503604,2750312,2728605,2931416,3074136,3252660,3606115,3516347,3891095,3838684,3774146,3825578,4040419,4150770,4361741,4444890,4376444,4633655,4534475,4717779,4539986,4593041,4780228.76,4880938.1,5031693.2,5028506,5337267.2,5677952.4,5498196.3,5648591.638,5650841.872,5547559.313,5901874.29,5765015.251,5913804.013,6207544.18,6373968.238,
French Polynesia,PYF,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,0,0,0,0,0,0,2,3,3,3,6,6,13,7,22,89.206,129.104,39,66,89,88,80,71,455.172,615.96,551.699,596.38,809.188,619.001,989.822,810.667,932.624,1343.841,2013.058,1900.803,2961.828,2483.101,2255.192,1945.685,1905.364,2184.438,2918.921,2654.558,2697.675,2086.558,1914.696,1342.99,
Qatar,QAT,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,11,36,36,36,36,36,36,36,56,56,10,10,
Romania,ROU,Aquaculture production (metric tons),ER.FSH.AQUA.MT,13700,14400,13700,13500,14010,13850,14300,17900,14400,15400,18850,22000,28710,27850,33544,32316,37373,35142,35330,34551,34676,39016,43661,32217,45116,42414,47544,40183,50680,47260,34950,29530,24620,21100,20400,19830,13900,11168,9614,8998,9727,10818,9248,9042,8137,7284,8088,10312,12532,13131,8981.32,8353.27,10004,10146,10679.98,11041.75,12574.03,
Russian Federation,RUS,Aquaculture production (metric tons),ER.FSH.AQUA.MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151377,176600,259735,120877,104999,92866,77956,68578,53309,59766,66230,71615,77132,90449,101483,108751,110018,114997,106343,105803,115680,117310,120998,129651,146455,155540,163600,154050,173840,
Rwanda,RWA,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,18,20,23,27,30,36,39,39,61,64,38,44,164,58,53,53,60,79,100,118,128,300,270,435,612,1027,386,34.15,30.2,60.2,60.25,60.3,100.3,265.33,505.98,1165.2,1504,1620.2,1580,
South Asia,SAS,Aquaculture production (metric tons),ER.FSH.AQUA.MT,95250,101198,107672,114759,122500,132677,140301,150530,160079,174634,189015,207660,225633,247099,267072,291352,319938,347379,383293,421631,463044,510933,562836,620744,699732,769276,844245,969045,1082101,1205503,1230388,1461228,1647921,1680226,1811505,2004335,2165994,2381637,2520432,2768350,2631909,2911566,3063250,3268572,3820260,3963112.97,4228243,4226668,5032223,5036600.679,5276021.14,5387265.22,6127346.096,6631158.1,7077167.3,7559920.75,8144353.22,
Saudi Arabia,SAU,Aquaculture production (metric tons),ER.FSH.AQUA.MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,140,331,1240,1988,2153,2380,2503,2235,2696,3835,4690,5101,5620,6004,8218,6744,11824,11172,14375,15586,18410.4,22340,26441.85,26374,16076,12737,9266,23880,30000,39920,
Sudan,SDN,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,10,30,41,43,45,100,234,203,200,200,200,1000,1000,1000,1000,1000,1000,1000,1600,1600,1600,1600,1600,1950,1800,2000,2000,2000,1600,2500,2000,4500,4500,
Senegal,SEN,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,100,100,200,200,98,66,81,146,123,92,149,136,124,0,39,36,34,34,43,11,7,12,11,26,42,60,78,74,23,155,104,105,109,98,52,54,45,45,54,71,79.6,334.665,399.3,706.8,1012,1212.5,2078.83,
Singapore,SGP,Aquaculture production (metric tons),ER.FSH.AQUA.MT,0,0,0,0,0,0,0,0,0,0,10,30,135,140,40,38,107,52,96,103,91,279,1126,1497,1149,1225,1330,1855,1969,1965,1857,2000,2350,2350,2360,3625,3567,4088,3706,4029,5112,4443,5027,5024,5406,5917,8573,4503,3518,3567,3498.87,4335.794,4232.33,5566.111,5262.323,6896.294,6112.361,
Solomon Islands,SLB,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,28,0,0,6,5,3,5,6,8,10,13,13,13,13,13,13,15,15,6,400,1711.2,2608.8,1353.6,866.6,1160.2,4029.8,7105,7218.6,6992.4,11814,12164.4,12202,10582,
Sierra Leone,SLE,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,2,2,3,4,7,9,14,18,20,20,20,20,20,15,25,25,30,30,30,30,30,30,30,30,30,30,30,50,50,75,75,75,75,75,75,75,75,
El Salvador,SLV,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,10,676,760,790,718,711,632,117,539,628,1324,518,358,384,399,279,261,395,781,1131,2219,2203,3078,3734,3817,4355.71,4499.93,4883.7,5322,3278,1663,6742.71,7955.68,
San Marino,SMR,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5013.05,6608.8,7533.72,7440.44,8195.33,7628.95,7661.19,5935.54,7168.37,7387,6877.66,
Sub-Saharan Africa (excluding high income),SSA,Aquaculture production (metric tons),ER.FSH.AQUA.MT,2385,2583,2721,2927,3160,3303,3458,3635,3771,3952,4243,4435,4697,4967,5112,5349,5649,6009,6333,6636,7048,7411,7927,8557,9432,11121,9776,11115,16633,34285,18137,28341,33446,33807,33158,35804,39171,47804,42840,48877,56864,60381,77455,79168,88680,107456.15,165670.7,189905.7,252215.85,286835,371017.84,408274.745,464734.18,515863.78,576653.89,604652.6,620630.03,
South Sudan,SSD,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,20,20,
Sub-Saharan Africa,SSF,Aquaculture production (metric tons),ER.FSH.AQUA.MT,2385,2583,2721,2927,3160,3303,3458,3635,3771,3952,4243,4435,4697,4967,5112,5349,5649,6009,6333,6636,7048,7411,7927,8557,9432,11121,9776,11115,16633,34292,18152,28353,33496,33907,33322,35999,39449,48388,43489,49104,57289,60663,77689,80252,89855,108228.15,166374.7,190273.7,252504.85,286835,371017.84,408274.745,464734.18,515863.78,576653.99,604652.7,620630.03,
Small states,SST,Aquaculture production (metric tons),ER.FSH.AQUA.MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,56,66,71,121,130,133,167,310,363,691,2125,12309,14475,10250,14279,19293,19879,13848.9,12194.034,13143,16138,21680,20690,22353,43316.02,36251,33044.4,24673,29716,38132.2,39974.8,44766.643,25933.59,29523.68,34602.856,42510.257,36421.418,44868.312,46428.739,49974.8667,48808.206,52322.9925,
Sao Tome and Principe,STP,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,Aquaculture production (metric tons),ER.FSH.AQUA.MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,1,1,106,200,345,422,422,260,288,242,180,118.3,74.4,41.16,71.1,96,74.2,78.7,82.82,122.17,102.1,
Slovak Republic,SVK,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1588,1861,1617,954,1254,648,872,887,999,829,881,1180,955,1263,1199,1071,834.9,702.4,834.5,1310.56,1106.2,1230.66,1308.63,2168.65,
Slovenia,SVN,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868,718,787,789,869,917,909,1206,1181,1262,1289,1353,1571,1346,1369,1352,1315,1306.6,778.4,1396.6,1154.3,1225.7,1396.3,1607.2,1843.7,
Sweden,SWE,Aquaculture production (metric tons),ER.FSH.AQUA.MT,510,511,828,838,649,562,778,597,619,544,373,307,244,287,392,420,489,548,640,721,822,2607,3998,3227,3265,3081,4346,7288,8287,7914,9124,7984,7119,5904,7410,7554,8244,6683,5476,6004,4834,6773,5618,6334,5989,5880,7549,5365,7595,8540,10644,13441,13757,13366,12899,12020,15747,
Eswatini,SWZ,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,8,12,18,19,20,40,45,45,40,42,60,88,93,66,81,61,69,72,,,,,,,,73,209,100,100,100,100,100,100,
Sint Maarten (Dutch part),SXM,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,15,12,50,100,164,195,278,584,649,227,425,282,234,1084,1175,772,704,368,289,0,0,0,0,0,0.1,0.1,0,
Syrian Arab Republic,SYR,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,1,4,8,10,15,20,20,30,70,120,163,230,509,816,1122,1375,2055,2810,2573,1982,3040,2662,2729,3169,5116,4635,4521,5857,6355,5596,7233,6079,6797,5880,5988,7217,8692,8533,8902,8425,8595,8697,8610,7500,6200,4000,3000,2500,2500,
Turks and Caicos Islands,TCA,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,100,10,5,2,2,1,1,5,3,4,4,10,15,20,30,25,4,4,4,0,0,0.2,0,0,0,0,0,0,0,
Chad,TCD,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,30,30,30,60,60,154,94,
East Asia & Pacific (IDA & IBRD countries),TEA,Aquaculture production (metric tons),ER.FSH.AQUA.MT,1089040,927286,899739,1010037,1143886,1293523,1448474,1460224,1487695,1673970,1685949,1965125,2092433,1989984,2176067,2354648,2387367,3023411,3241314,3225662,3542928,3580673,3811914,4294247,4946003,5764195,6467468,7393934,8537141,9284719,9775610,10991321,13356618.9,16528769.03,19728000,22864624,25169186,25265667,27352742,29968791.02,32188090,33994717.4,36506101,38834425,42270905.7,45190310.3,48115522.4,50998810.1,53910578.95,57864594.52,62203769.81,66335649.88,72137516.69,78671353.85,81526809.91,85096868.68,88828689.8,
Europe & Central Asia (IDA & IBRD countries),TEC,Aquaculture production (metric tons),ER.FSH.AQUA.MT,22760,24080,22300,23220,28860,28830,29029,34877,33074,34455,34683,38135,47044,47158,53581,53958,59184,61138,56007,56005,57521,67921,73617,66268,83110,76981,83606,78970,409208,431620,490382,323003,295284,264914,224690,203247,184832,201520,217158,241007,260930,261951,268072.76,295921.1,310792.4,350534,354264.05,386722.8,413768.72,427547.128,433085.877,457984.595,507724.61,555886.02,579804.6,583445.85,625587.61,
Togo,TGO,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,40,30,14,14,14,14,22,22,150,150,150,20,21,20,25,20,20,20,30,30,35,50,50,50,107,107,100,20,20,23,25,58,98,
Thailand,THA,Aquaculture production (metric tons),ER.FSH.AQUA.MT,31545,41436,41893,39525,40474,42112,51800,54769,63673,72390,80876,89384,52748,42574,47884,80821,125100,150858,130775,118363,95966,129097,86643,99978,111932,135840,134063,151656,218191,260191,291719,353333,370974,457314,509800,559504,556155,539817,594579,693762,738155,814121,954608,1064406,1259984,1304232,1354297,1370456,1330861,1416668,1286122,1201455,1272100,997515,897862.9,928638,962571,
Tajikistan,TJK,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3227,3267,3603,3689,1874,2462,980,284,93,71,81,74,86,99,143,167,26,26,26,26,26,255.1,517.2,537,274.8,403.9,443.6,450,450,
Turkmenistan,TKM,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2380,2464,2410,2248,1950,2163,2125,1669,307,605,559,73,68,43,38,24,16,26,26,26,26,26,26,26,26,30,30,30,30,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Aquaculture production (metric tons),ER.FSH.AQUA.MT,180,194,211,222,194,205,335,304,354,416,871,1060,1419,3264,3881,5826,6527,9040,12358,16430,26065,35038,51765,65586,71791,75945,91171,129660,162421,184048,221131,296703,339795,340758,406906,467661,622391,737229,754531,734464,839464,1105945,1174411,1234720,1382187.5,1500639.5,1687424.243,1670093.59,1803774.73,1881151.19,1836560.36,2198168.67,2363482.16,2369802.88,2768512.796,2641070.088,2688822.758,
Timor-Leste,TLS,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,22,23,402,1052,1552,1552,1556,1556,1556,1556,1556,1560,
Middle East & North Africa (IDA & IBRD countries),TMN,Aquaculture production (metric tons),ER.FSH.AQUA.MT,4600,5200,5200,6000,7000,6200,5904,5610,5617,5928,6046,7205,8711,10378,11760,12906,16575,20033,23489,27870,32588,37034,42746,46245,52621,67666,74587,79392,88295,93714,95447,88519,97546,84265,94408,112819,134297,130045,192378,271331,393987,417899,466572,551758,604686,685353,754632,825789,885076.916,921978.232,1178454.862,1270875.77,1359395.502,1458203.881,1503788.973,1566979.99,1820702.5,
Tonga,TON,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,77,70,67,72,33,81,5,5.5,302.61,300.2,300.3,300.3,300,0.04,0.31,3.405,3,
South Asia (IDA & IBRD),TSA,Aquaculture production (metric tons),ER.FSH.AQUA.MT,95250,101198,107672,114759,122500,132677,140301,150530,160079,174634,189015,207660,225633,247099,267072,291352,319938,347379,383293,421631,463044,510933,562836,620744,699732,769276,844245,969045,1082101,1205503,1230388,1461228,1647921,1680226,1811505,2004335,2165994,2381637,2520432,2768350,2631909,2911566,3063250,3268572,3820260,3963112.97,4228243,4226668,5032223,5036600.679,5276021.14,5387265.22,6127346.096,6631158.1,7077167.3,7559920.75,8144353.22,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Aquaculture production (metric tons),ER.FSH.AQUA.MT,2385,2583,2721,2927,3160,3303,3458,3635,3771,3952,4243,4435,4697,4967,5112,5349,5649,6009,6333,6636,7048,7411,7927,8557,9432,11121,9776,11115,16633,34292,18152,28353,33496,33907,33322,35999,39449,48388,43489,49104,57289,60663,77689,80252,89855,108228.15,166374.7,190273.7,252504.85,286835,371017.84,408274.745,464734.18,515863.78,576653.99,604652.7,620630.03,
Trinidad and Tobago,TTO,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,4,4,15,15,13,13,13,22,7,7,7,25.5,25.5,25.5,19.3,12.69,27.36,13.5,5.75,6.55,7.55,5.45,23.8,11.1,
Tunisia,TUN,Aquaculture production (metric tons),ER.FSH.AQUA.MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,17,28,41,56,72,117,160,116,147,182,212,993,820,1023,778,859,795,1137,960,1351,1875,1842,1095,1553,1868,1980,2086,2308,2603,2855,3581,3561,4907,5424,8126,8577,12184,11279,14425,16165.5,
Turkey,TUR,Aquaculture production (metric tons),ER.FSH.AQUA.MT,60,80,100,120,150,180,220,250,310,350,400,470,530,600,680,770,860,970,1090,1220,1370,1540,1740,1970,2226,2700,3075,3300,4100,4354,5782,7835,9085,12438,15998,21607,33201,45450,56700,63000,79031,67244,61165,79943,94450,119567,129333,140743,152896,159639,167721,188890,212805,233863.6,234302,238964,250331,
Tuvalu,TUV,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,1,1,,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,
Tanzania,TZA,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,13,8,15,21,32,35,37,1375,1375,1400,1350,1200,1150,1200,1200,1200,1200,1700,1210,1300,2630,2002,3013,3012,3272,4045,5217,5722,7338.5,7248.75,9917.4,10166.1,10317.2,10742.2,12547.4,
Uganda,UGA,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,35,38,34,42,52,63,77,87,179,194,210,360,320,475,820,2360,4915,5500,5539,10817,32392,51110,52250,76654.1,95000,85712.7,95906,98063,111023,117590,118051.2,
Ukraine,UKR,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96182,94891,81639,54648,66904,66117,43686,35368,32709,30000,28332,33816,30969,31037,30869.76,25615.1,26350.2,28854,19181,27965,24337,24082.5,22864.9,23553.2,23719.9,23174.6,24434,22241.3,21424.6,
Upper middle income,UMC,Aquaculture production (metric tons),ER.FSH.AQUA.MT,924652,754603,719902,827337,956399,1101570,1242304,1249013,1244139,1427813,1435231,1705084,1829754,1711632,1867743,2038576,2058396,2658238,2800116,2737857,2968295,2953204,3143558,3530759,4161880,4916829,5615301,6425008,7680802,8380651,8845574,9909347,12174345.9,15148698.03,18114236,21120870,23332893,23593675,25733134,28129492.02,30067362,31619585.4,33868577,35792546,38386380.7,40232630.5,42411349.09,44138654.09,45788525.89,48710807.62,51363037.03,53746667.65,57777175.44,60688159.99,62501204.34,64789615.91,67575622.4,
Uruguay,URY,Aquaculture production (metric tons),ER.FSH.AQUA.MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,7,5,10,20,21,19,19,31,85,17,17,24,22,49,37,31,36,54.41,84.97,77.82,91.232,217.86,215,203.828,69.653,
United States,USA,Aquaculture production (metric tons),ER.FSH.AQUA.MT,104421,102547,109961,122697,123884,132578,114236,127299,131115,116768,168681,165590,173630,170320,167039,218459,183907,174310,158795,138990,168365,230111,261725,268483,326453,323573,372191,383259,357657,369252,315727,363083,413844,416913,391412,413454,393346,438356,445119,479212,456830,480362,498899,545971,607570,513920,519967,526045,501326,481224,496699,397292,420386,429011,421189,426002,444369,
Uzbekistan,UZB,Aquaculture production (metric tons),ER.FSH.AQUA.MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20471,21001,21962,24316,18751,19043,14559,10197,5006,7490,6966,6056,5652,3988,3824,3118,3093,3800,3800,4000,4100,5162,6654,8722.3,14832.9,23835.2,29275.8,36896.4,38054.7,
St. Vincent and the Grenadines,VCT,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,Aquaculture production (metric tons),ER.FSH.AQUA.MT,0,0,0,0,0,0,0,2,5,15,20,30,45,75,101,134,157,218,242,277,272,289,327,450,807,863,405,401,712,802,638,1119,2104,2708,4153,5719,7362,8950,9830,11020,13505,16647,18020,15705,24006,19228,23355.5,19951.3,18762.6,14844,18225.33,23954.24,26115.18,26830,30725.66,18911.41,25998,
British Virgin Islands,VGB,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,7.64,8,8,
Vietnam,VNM,Aquaculture production (metric tons),ER.FSH.AQUA.MT,37660,40320,43040,45750,48540,51330,54130,56850,59580,62440,65350,68360,71230,74250,77220,80390,83580,87020,90760,94690,99160,103810,108770,113920,119000,129500,127449,141747,154317,164917,162076,168104,172899,188061,344084,389069,308288,332378,353920,413468,513517,603098,718041,952502,1213617,1452300,1672727,2100400,2477450,2571080,2701317,2859581,3103351,3220071,3354342,3450200,3634531,
Vanuatu,VUT,Aquaculture production (metric tons),ER.FSH.AQUA.MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,114,31,40,36.75,104.5,57,60.38,80.781,79.6977,11.541,15.7025,
World,WLD,Aquaculture production (metric tons),ER.FSH.AQUA.MT,2029179,1948048,2014404,2247676,2402677,2604353,2791746,2915674,3092313,3238166,3526017,3930472,4280803,4504942,4941524,5219603,5408491,6282015,6593363,6714748,7347225,7818586,8213439,9089265,10191481.45,11354348.65,12670909.1,13971504.23,15531104.96,16486351.07,16850459.04,18305028.6,21211488.89,24467925.05,27798479.01,31232256.19,33790684.14,34296276.7,36463874.11,39604752.61,41724569.75,44324822.72,47375084.71,50271407.72,54570314.09,57820199.22,61591980.13,64937295.56,68799079.9,73045256.33,78020019.87,82635398.2,90020572.65,97110166.78,101084799.1,106004183.8,,
Samoa,WSM,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,3,3,5,5,5,4.6,3.729,5.562,13.34,10,
Kosovo,XKX,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,Aquaculture production (metric tons),ER.FSH.AQUA.MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,300,300,150,150,150,150,100,,0,0,0,
South Africa,ZAF,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,0,0,0,0,9,9,9,12,14,14,13,11,10,6,366,615,789,1096,1376,2037,3613,4882,4288,4021,4429,3530,3013,4196,5088,4148,2819,2830,4105,6602,5954,5895,6037,5669,5421,4982,5147.6,5343.28,5926.53,6813,7222,7430.4,7994,
Zambia,ZMB,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,0,0,0,0,0,0,0,3,8,15,27,45,72,202,340,363,695,1091,1147,1180,1460,2470,3700,4655,4530,4081,4770,4718,4159,4180,4240,4520,4630,4501,5125,5125,5210,5876,5640,8505,10290,10530,12988,20271,19281,22754,30285,
Zimbabwe,ZWE,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,0,0,2,12,22,31,40,40,40,75,75,76,74,131,138,140,150,156,165,160,157,134,132,130,130,150,170,170,170,1203,2151,2285,2263,2650,3005,2502,2500,2550,2652,2702,2782,7682,8090,10090,10600,10600,10085,