Country,accessibility_to_cities,elevation,aspect,slope,cropland_cover,tree_canopy_cover,isothermality,rain_coldestQuart,rain_driestMonth,rain_driestQuart,rain_mean_annual,rain_seasonailty,rain_warmestQuart,rain_wettestMonth,rain_wettestQuart,temp_annual_range,temp_coldestQuart,temp_diurnal_range,temp_driestQuart,temp_max_warmestMonth,temp_mean_annual,temp_min_coldestMonth,temp_seasonality,temp_warmestQuart,temp_wettestQuart,wind,cloudiness
Nepal,338.2014018,2123.311646,194.5895529,2.927130887,27.68561596,21.99304664,44.51657164,66.06005049,5.593297037,44.61999115,1362.14809,99.98114192,739.3330699,356.2869138,886.8534022,24.74214328,7.057627921,11.12221938,8.556681571,25.02669078,13.94969145,0.284547503,48.19824368,19.12302857,18.70953767,2.447196559,174.2159869
Yemen,566.1929055,924.2181081,158.117283,0.68319709,2.959783432,0.25536206,54.55379805,22.30619445,0.661886125,6.010889779,112.9856446,82.78875525,33.41383517,27.89356591,60.09127804,22.00267323,18.49512597,12.10256167,23.50874755,33.64484004,22.97452814,11.64216682,33.83429917,26.99029092,22.73841011,3.515084832,92.36073291
Oman,292.5803109,274.7484345,166.5748713,0.300171344,0.473385959,0.01952738,46.81561481,22.90421612,0.32659954,3.128099662,59.26969981,95.67544271,6.358653655,17.35108954,37.72261538,23.41810307,20.49262694,11.06917529,27.23558036,37.76806692,26.31048654,14.34996386,41.41441647,31.06639879,24.06327326,3.90398327,70.32307337
Turkmenistan,446.7476197,210.1265566,209.7492346,0.1708769,7.863875679,0.069589831,31.18049733,60.19887679,1.21481794,5.699903636,166.0901739,68.71206907,6.429954816,32.11313955,80.13335304,40.70275235,2.451591509,12.86633643,27.19586956,36.96848304,15.29226867,-3.734269304,99.13820657,28.0011677,11.27597905,4.227009783,125.3371991
Ukraine,58.48544543,178.859987,172.2444905,0.069417718,68.34395252,11.16172162,24.85954824,120.2544889,30.69855141,103.9370737,568.6954734,27.97286154,198.9819927,75.32470235,202.1066566,33.43563963,-3.581462044,8.445859516,0.150797732,25.50314171,8.097156593,-7.932497919,90.07546734,19.34155893,17.9819068,3.706255752,214.482655
Sweden,201.5159762,114.7617583,175.4748924,0.061497504,7.070181712,35.80385767,24.9476118,131.9700566,32.55465722,104.9307709,636.3329499,29.68670629,211.908644,81.85004242,222.2281662,31.35314227,-8.072779789,7.931387903,-3.771737303,18.65869978,2.158851085,-12.69444249,81.01218774,12.82723054,11.54643674,4.313964014,237.2764026
Finland,154.2002542,16.40782791,213.8061224,0,7.934893442,38.7056762,22.88859682,106.0876935,27.94369342,88.30873562,560.7195207,32.56775941,195.944569,75.20765328,202.9628441,35.04163393,-10.36036171,8.191896408,-5.851097529,19.69337664,1.268851741,-15.34825729,91.73929444,13.3930973,12.16093089,,
Poland,34.58226078,166.1035576,183.4021908,0.063749957,63.9512875,19.04164939,26.50618578,101.5639642,27.71077187,90.76685292,594.9793321,34.82469752,225.267358,80.84414694,225.5419461,30.13964291,-2.959161106,8.133189903,-1.124553629,23.21470453,7.636440263,-6.924938378,78.20863385,17.20211074,17.17752122,3.341481273,232.7632106
Romania,59.44506778,400.5558197,174.8750791,0.65603374,57.98463202,22.2342609,30.09469974,112.4792206,33.3615977,104.6650151,626.1659591,35.02062621,229.7524613,90.79173378,241.000686,31.70243188,-1.576595684,9.699802547,0.075311163,25.17124346,9.006305296,-6.531188414,78.69694431,18.63197431,17.06832138,2.697950932,205.1908791
Germany,33.71007465,251.9257179,181.2790372,0.252723571,61.03985563,21.34353686,31.17250935,160.0960278,43.48089953,141.3832754,730.5254667,20.52874825,233.8384532,82.99073185,235.0952567,25.33952438,0.191292134,8.026680945,2.570198757,22.21316593,8.411319974,-3.126358449,63.60514173,16.46665347,15.91223313,3.402345226,240.3689128
France,33.47989499,332.7033344,193.6696859,0.4876818,60.81734756,16.57887294,36.35683052,212.7542769,49.29561429,167.243407,815.3169197,16.24585135,190.292132,87.78252232,241.8379305,24.18465052,3.363004716,8.911717973,11.21873032,23.82572999,10.4765834,-0.358920537,55.37162365,17.54758348,9.638482112,3.36922225,213.4126825
United Kingdom,39.08280933,154.9721136,173.4816201,0.432489756,54.77314865,14.0594695,35.28654165,271.8047396,57.39702782,183.5510882,967.5948301,18.46788504,213.5087237,106.2203273,304.0103877,19.31967437,2.916075146,6.907957221,8.511864357,19.08297135,8.452062999,-0.236703022,44.85675061,14.35349199,5.635635815,4.479387797,248.1226878
North Korea,92.131492,595.3295677,185.6508659,1.107910702,28.89380504,35.10803942,26.08913156,49.27638983,14.51288764,49.25497836,1005.476962,94.28658842,604.2548516,264.0653897,616.5165751,42.18403594,-9.295948461,11.20889494,-9.275012096,25.16209197,5.687665767,-17.02194396,109.9870146,19.17134274,18.88385731,2.647153376,187.3662867
Papua New Guinea,1195.376816,600.2419421,166.127054,1.440334591,1.162832689,64.38355325,83.31107179,598.4812959,156.6585159,520.0422743,3058.065278,29.15674861,867.1544443,363.6535021,1015.184411,10.87368757,22.77951041,9.104330225,23.1028448,29.29511265,23.63502532,18.42142508,5.742532997,24.19900532,23.88295704,1.444354699,290.2883167
New Zealand,212.2931616,473.4105051,181.962447,1.277507124,16.70505799,36.7799794,46.2822267,444.4034572,97.24405716,343.6277703,1654.20798,15.5782557,364.2112206,170.0249548,482.9050574,19.75640901,5.384525084,9.233445538,11.45409724,20.59574985,10.20664792,0.839340842,36.21621083,14.73255378,8.218787853,3.457694678,204.8887129
Venezuela,1480.298667,343.3442912,172.6541157,0.604648562,6.188709681,44.16838932,79.99424375,608.3546771,40.78962426,151.9351828,1944.437018,60.2510098,341.5792585,311.0672028,862.4274541,12.77331124,24.86187109,10.24158916,25.54904961,32.24596812,25.60036779,19.47265688,5.616859585,26.24557777,25.19529939,1.856682085,252.1061911
Guyana,1576.856868,218.3281045,166.499421,0.234293262,1.351236629,58.92281043,79.56185926,532.007328,69.73170091,254.3500529,2028.937408,51.34394866,291.3070265,330.0804486,873.2046457,10.89241397,25.3261789,8.718608229,26.48411321,31.92949513,26.00004982,21.03708116,5.686963894,26.77333719,25.68142062,1.67774556,244.3188714
Cuba,74.60241454,95.25826196,179.8147203,0.26400715,39.66279379,26.24346438,64.2460705,112.1848399,29.61328183,108.6379945,1331.358356,59.66301261,485.2214359,211.103444,543.2186826,15.93012638,22.35196876,10.3174058,22.45081697,32.61184798,25.03394454,16.6817216,18.8612879,27.19301617,26.67792636,2.278429227,170.2082777
Bolivia,445.1294159,1290.020607,151.5460077,0.673776684,4.057430677,37.81479768,66.80037321,100.3289284,21.25184485,80.73190543,1148.542962,75.84719717,399.7883094,198.3869959,537.5874644,19.9670824,17.48727964,13.36206436,18.01409928,29.4436478,20.42665376,9.476565399,19.79312791,22.3533214,22.14808196,2.340412545,196.993405
Paraguay,367.8888256,165.7031156,143.6073728,0.027189037,21.85277541,23.72186749,56.28495087,151.9246773,36.45386145,133.9657044,1081.581002,43.26980559,353.1195209,139.5018725,384.0392047,21.64335169,18.90102471,12.26863873,19.3456635,33.84234203,23.39479292,12.19899034,33.16906876,27.2582446,26.32776444,2.62165028,177.7906776
South Georgia and South Sandwich Islands,6537.695715,457.7877979,155.2061646,2.800699078,0,1.268627944,45.39316702,453.2283625,96.05820138,309.9502103,1673.291124,17.73962939,411.8241413,172.9932522,499.8401347,13.50601919,-3.69702255,6.186843393,1.63092015,6.586017282,-0.436926871,-6.92000191,24.69715366,2.628733095,-0.179741264,7.203750325,287.2474058
Senegal,179.9246198,53.62559082,199.3442667,0.002811046,16.31063056,2.510464499,60.62363131,2.910886213,0,0.421782389,674.6602257,136.2960285,99.63082039,212.868414,536.4185446,23.64406451,24.68870746,14.40437071,26.9041546,38.83898379,27.63547141,15.19491928,22.16210705,30.41027296,27.70216486,3.066587067,175.1651938
Guinea,125.7896233,433.6743452,183.962671,0.295806004,1.745471155,17.16534444,62.64769886,408.281252,3.27116245,21.64473612,1852.815932,96.75741317,217.2038937,440.1688277,1129.161997,22.30132458,23.93182844,14.08001887,24.68922971,36.59968183,25.67898867,14.29835726,16.32622657,28.07132096,24.70062009,1.806795424,214.8767689
Liberia,244.7298753,204.702246,202.1377139,0.049927262,0.021103195,41.79691245,76.85490725,1005.588849,44.68420247,209.1531388,2703.95707,57.96025748,444.9659099,460.3620989,1113.738327,14.2696455,24.51997296,11.01002924,25.73367536,33.11536356,25.58377852,18.84571806,8.077275473,26.42195246,24.93305821,1.419637779,247.8106864
Ivory Coast,121.8550943,259.8744097,169.3209968,0.024278668,2.965242805,18.03277978,69.50758011,461.0068043,13.48869976,76.37298436,1353.614021,66.83160452,258.8238896,260.9326478,618.5529983,15.2784673,24.78410896,10.60170816,26.23048028,34.22684549,26.23260758,18.94837818,11.42702977,27.74434453,25.59801219,1.886728619,225.0775
Togo,75.05412418,247.1485403,186.6738393,0.173134875,29.46336429,9.369440969,69.84487468,556.5410375,7.660159494,36.62356685,1191.760345,75.33924482,186.5393706,220.3927041,591.919604,16.28504908,24.90478636,11.36262959,27.02554704,35.65354195,26.7362644,19.36849288,13.83416966,28.58808687,25.31890122,2.000121255,223.9970482
Benin,115.203185,267.0421453,178.5135482,0.038044014,25.27925832,7.591677377,66.17602167,477.5927928,2.106208674,14.01108887,1061.151815,91.4909694,146.8737974,228.9515613,605.8449076,18.64316632,25.22161031,12.30368343,26.89236445,37.07765965,27.18634812,18.43449333,16.81105183,29.56815242,25.53463916,2.105127204,212.7378608
Greece,53.24477354,441.9425317,164.0465743,1.619042356,35.08087005,15.46310846,34.51047033,266.4576812,17.71136656,67.33518773,705.5142656,47.37498503,72.43128531,107.8104409,291.5369121,28.74686407,5.431011665,10.07105187,21.89942144,29.56164957,13.62153456,0.81478549,65.55851985,22.11776108,7.678426008,2.547999651,165.8678124
Israel,44.86190738,287.3723511,209.2334972,0.923897757,20.91452613,0.329753329,44.34643573,185.9458693,3.44E-04,0.014375047,295.9783221,102.5502191,0.452707619,73.28473459,191.7354589,25.70032064,12.75167856,11.53001224,26.00694027,32.94764539,19.84544921,7.247324749,52.9510417,26.13459405,12.93931854,2.969420578,88.5992533
Gabon,553.1859626,369.0344424,187.3305377,0.186369884,0.005527366,52.09085643,73.04117821,61.49292865,8.867174314,56.09318068,1860.299357,64.68075845,635.2455948,327.9087687,779.0526661,12.73863957,22.90526722,9.351154636,22.95397491,30.82716116,24.50281961,18.0885216,10.21848219,25.48526714,24.74822883,1.322218943,288.3330561
Cambodia,208.420768,120.8669724,172.4292862,0.248564525,33.6764878,31.19662519,59.74402955,100.1566134,5.092721953,36.09367502,1777.848036,78.69420855,330.314187,337.9825859,906.4577975,15.16584909,24.87756641,9.073125778,25.23442451,34.12150007,26.74688604,18.95565098,13.36150325,28.43756505,26.72188071,2.10136841,261.0012052
Taiwan,62.51381382,814.6217189,215.019978,2.419724198,21.73843869,46.76494424,43.05438817,239.1145751,52.39986588,182.7879624,2557.831732,70.42202255,1195.088024,475.2520875,1266.73989,17.05959834,13.99198902,7.352467629,15.72560546,26.67168788,18.84623678,9.612089546,35.43913986,22.83337442,22.49072393,3.260392844,243.0668054
South Korea,28.46618824,251.1542671,195.3566307,0.711137536,31.76030023,36.65742339,28.3471869,97.93390368,27.59487228,97.76133661,1316.575314,77.76665348,703.4478712,296.5658185,716.1206177,36.63694049,-1.366561643,10.56985798,-1.145215717,28.59019164,11.13772083,-8.046748829,93.77592282,22.77918303,22.57638748,2.688840701,202.4961525
Bangladesh,33.64179307,29.93987766,168.6095451,0.032539246,68.13135954,15.61791579,43.39718171,34.11335399,4.761917365,33.83717702,2194.098538,91.06424645,899.0220206,466.0512877,1273.202795,21.97628587,19.85637729,9.626260079,19.98464054,34.05148238,25.52195032,12.07519652,36.12041125,28.64029431,28.32093261,2.450944208,193.4796635
Tajikistan,587.4750849,2962.817302,196.0896306,2.611243794,8.437107665,1.311734617,28.04317431,175.0175411,7.094152136,31.70033822,569.9543713,59.52735126,49.44067173,95.73434288,261.1613121,38.36652121,-9.831293582,10.94153258,11.66166425,22.30212012,2.441885087,-16.06440109,91.68561543,13.88849729,1.567253638,2.996939416,185.2862026
Sri Lanka,63.00514497,182.0564906,186.658191,0.403258764,25.76583632,30.91242371,67.87155969,586.0216617,41.36871415,187.7751013,1882.36839,65.66733182,366.7919127,343.4647473,864.803914,11.22670553,24.88306637,7.646920291,27.16368468,32.16791909,26.47843255,20.94121356,11.08589014,27.63315686,25.51740065,3.49490751,247.6070393
United Arab Emirates,213.1353314,110.5689798,218.7507003,0.071094043,2.091783257,0,45.01245867,43.54852286,0.007372574,0.283719024,72.32978443,127.4958299,0.656837151,27.39363051,53.62716196,26.80954117,19.68429833,12.19137203,32.82297735,40.02268664,27.10950141,13.21314547,54.01550683,33.37469254,22.3963132,3.869895145,69.47315825
Azerbaijan,86.63017198,640.067615,127.1189171,1.440853262,36.1450321,7.26719223,28.46190413,85.27931284,16.35000301,61.22073491,453.3004121,39.61666957,98.75768039,68.16092607,174.0463299,33.16762027,1.530183853,9.605681011,13.52841049,29.91985905,11.98962757,-3.247761222,81.0811371,22.22981622,13.54960594,2.662134863,191.1589906
Georgia,154.3523516,1163.61322,186.4994044,2.255906059,27.25799876,27.63013834,33.9282195,190.5014029,46.57979303,158.9524206,973.1892826,31.83251904,291.1495764,126.0034568,338.7362383,30.8633565,-1.400538667,10.60066271,0.437670044,24.0886167,7.989220598,-6.7747398,71.91789389,16.93326138,12.10767282,2.513663489,216.0677498
Armenia,97.29451554,1850.48297,183.5375423,2.31889558,21.33826622,6.992914644,32.42358775,69.67429883,20.00548963,67.22309812,501.6587673,46.50159775,127.1616813,86.25816191,213.784587,34.82842686,-4.557721774,11.43395924,-0.585204815,24.3580566,6.165300484,-10.47037026,81.33372186,16.19943753,9.369815974,1.968252839,191.7616707
Bulgaria,89.12241274,467.4458679,160.3145198,0.974942029,52.31249667,20.33150418,30.8780721,144.7109976,35.21158416,117.9853496,609.9577203,22.86173738,160.0253417,73.87040381,197.5501549,30.76478929,0.388302493,9.650658468,9.731697266,26.4386379,10.17937835,-4.326151394,74.67946091,19.56625077,13.33011523,2.724887574,191.3499384
Belarus,79.96755058,161.1527381,173.2923657,0.001425672,51.46634046,24.87289447,24.66369688,111.5036568,29.00285832,100.1587811,624.1477146,32.13825942,231.6745382,84.27929349,231.6745382,32.80024705,-5.302794485,8.228642886,-4.201371801,23.07258693,6.244619782,-9.727660114,87.78210573,17.10304917,17.10304917,3.264417738,232.5725082
Latvia,76.04271789,89.87191936,196.9188529,0.008585396,45.25324335,28.80422944,23.13618764,121.1216754,28.32176243,100.995004,662.0438429,30.17830871,217.071232,80.72356285,229.0845003,29.78241997,-4.844977127,7.040892653,-3.509028327,21.19771808,5.681214223,-8.584701888,81.57078235,15.97963833,14.0331019,3.605422622,235.9695824
Republic of Serbia,41.25593944,402.3217027,159.0535626,0.754326532,58.30910626,20.2102623,31.85132178,156.0101998,44.62899882,141.0410564,704.2093819,20.34333574,203.2148467,84.19206608,226.0506165,30.12970483,0.432528005,9.755055778,3.230264254,26.14717813,10.16437082,-3.982526695,72.92243712,19.14954719,16.83893705,2.554396942,203.9960192
Croatia,42.84249698,302.7346371,162.3116276,0.81320264,41.2065176,27.01030488,31.15807452,237.220638,55.8136886,180.3384883,989.7993826,23.43840906,242.5274129,119.7869352,327.7366852,28.84175799,1.650997259,9.153328956,8.389967256,26.37403478,10.81432567,-2.467723198,69.97395754,19.63106886,13.1811497,2.778315422,202.5172202
Slovakia,44.64364635,460.9824197,178.6660302,0.920666014,49.241447,32.30309845,30.42893616,134.6285595,39.45664148,123.5922306,753.1072432,32.48591585,277.8171811,102.3249818,278.4411687,30.63297437,-2.466909971,9.478780227,-1.066368971,23.41366092,7.577007208,-7.219313448,74.67724978,16.76967849,16.52335732,2.697062205,223.3524689
Hungary,39.16305059,149.6459721,177.431575,0.124568102,68.84679559,12.64585693,30.24824003,113.7032046,31.51465183,100.476775,585.3626231,27.41573144,195.3451016,76.0113615,199.9530182,31.38885613,-0.119491129,9.650082404,1.576906177,26.7081315,10.34561351,-4.680724626,77.52510272,19.82995209,18.82666133,3.09811306,209.2470946
Austria,51.98273261,950.5300018,166.5693012,1.450009486,33.00355934,32.26420509,31.6412877,189.4956286,55.60656807,182.0356572,1049.228613,30.45925126,378.5821345,132.7887971,379.5294138,28.32866726,-3.20359507,9.129945086,-1.786864617,20.71571113,5.744182035,-7.612956128,68.33476477,14.332712,14.33018272,2.464692388,231.8576952
Czech Republic,29.95314563,453.474756,172.7331371,0.540671738,58.75520456,23.75361951,30.06045725,113.5782476,33.37087997,106.6853975,663.8282406,36.15609201,254.4987946,89.58786501,254.4987946,27.93825069,-1.875664348,8.541579305,-0.307225938,22.23725008,7.335684228,-5.701000609,69.86437833,16.08160488,16.0801919,3.214086807,239.0239965
Switzerland,51.4387536,1306.401711,202.1534026,2.276436531,30.33206282,25.10529803,29.59000811,297.3540432,86.42610049,274.0593707,1338.427735,18.48479441,401.6709152,146.861186,415.3905845,24.02751158,-2.623934158,7.276357867,0.632032027,17.88542645,4.929842409,-6.142085134,59.55781858,12.49037692,10.01104033,2.413838105,226.3158837
Iceland,366.5185757,,,,1.698975745,6.748368662,32.43413929,329.2505256,70.20403083,221.2501224,1173.663276,18.64673642,248.6462871,129.1706333,348.1720887,16.48527792,-3.259753639,5.432529785,4.627689706,10.38374152,1.140137562,-6.101536401,40.42098553,6.73605357,-1.126204259,,
Marshall Islands,7211.8125,0.225538972,53.78964942,0,0,8,90.49498705,683.3358398,172.4694314,612.8797703,3351.662699,18.37142857,947.3000244,343.5306109,973.9673732,5.466728962,27.26662667,4.983978304,27.31295746,30.3543845,27.47928258,24.88765601,1.391216812,27.603573,27.57213981,,261.0990257
Northern Mariana Islands,6667.571429,55.1476834,191.7799228,0.042471042,1.71990172,41.79761905,69.85801214,271.2770617,76.82809499,262.1457385,1994.836213,50.01731146,570.4734466,309.9536021,873.8992445,7.43721658,25.18775284,5.189133751,25.5251849,29.98558876,26.32905799,22.54837244,7.367594262,27.02473896,26.82899166,,221.7743243
Fiji,306.6641134,174.9970266,178.8326802,0.795643174,0,56.36065608,63.50420224,350.3048056,103.9363296,345.2245891,2593.225886,41.34123969,1009.256808,362.7959071,1013.624756,9.803187782,22.40326345,6.253608712,22.45496956,29.30899571,24.08294878,19.50580794,12.3903013,25.57186512,25.51629485,3.175703111,224.392444
Solomon Islands,855.8028635,216.2973549,116.2012914,1.076349774,0,71.89622794,84.10490543,660.2198418,179.3594157,609.1386548,3178.808124,27.37303518,997.3382095,398.7720194,1116.761971,8.53620987,24.47316245,7.2206575,24.7552639,29.42359655,25.15258609,20.88738671,4.406592736,25.59514081,25.54285465,2.678977929,291.3286485
Tuvalu,3392.571429,0.571428571,61.07142857,0,0,0,93.9753685,711.3258972,211.4255447,692.8519974,3409.808289,21.625,806.6614685,404.8137817,1125.87767,6.138731575,27.86748238,5.7875,27.98873291,31.17998238,28.05,25.04124947,1.168763027,28.15,28.04124947,,249.7419643
Wallis and Futuna,1457.609626,27.5,161.7196532,0,0,0,80.85174054,530.787004,156.8044524,521.1082033,3205.408867,24.25480845,960.1140621,343.9790688,989.7705229,7.094716241,26.21435221,5.776717146,26.2713962,30.69437245,26.92750328,23.59965641,4.5562993,27.37045861,27.33511394,,259.6805275
French Guiana,1767.909457,139.6945921,156.3173981,0.048612155,0.317135788,65.27155587,75.86460504,803.7414696,69.62719153,259.3196329,2690.906711,45.73098223,271.5991851,405.9109632,1049.417734,11.54935987,24.72836327,8.807474109,26.03305461,31.92821836,25.40081627,20.37885849,5.097001118,26.04829582,25.24814348,1.624861319,236.3070467
Suriname,1986.191932,161.9617666,185.8455992,0.108985456,1.127398812,68.41046925,77.29145292,549.0942737,58.5110598,220.6097582,2251.912337,49.2437194,225.9003225,365.1283388,942.0926218,11.43969729,25.55734141,8.898594313,27.23307776,32.86045652,26.30283065,21.42075923,6.543671432,27.23391938,25.97099165,1.575777984,236.5294878
Guatemala,178.5604595,732.0063584,185.3812735,1.363598306,14.20206769,43.93870715,68.12683099,204.556281,36.70071552,126.6068741,1982.391176,68.09623082,506.0721344,343.0662106,873.6029207,14.78799784,21.03017887,10.15299666,22.3242108,30.20801214,22.93108676,15.4200143,13.12017842,24.35181192,23.62682943,1.726264425,219.5759577
Nicaragua,295.7828719,221.8445634,148.9837188,0.426387198,4.365388068,36.06068766,71.58983693,354.8119399,35.11567168,130.9733653,2289.551588,66.42536757,481.392236,382.4630748,1016.724805,12.74711571,23.82119639,9.204957474,25.02650247,31.64113128,25.04713041,18.89401557,8.654868336,26.03672673,25.20931369,2.264465605,232.9953742
Honduras,288.2333484,625.6559278,175.2648045,1.38937971,3.449149536,42.51177862,67.49483009,265.4108044,34.23607995,127.2873829,1727.316593,59.79426584,445.9586844,274.4798642,717.4794788,15.26998261,21.68172052,10.40519058,23.35639427,31.52573313,23.63823102,16.25575051,13.45913009,25.13521611,24.05347097,1.925279141,226.7240393
Panama,282.3050848,299.6214774,159.461191,1.086222969,7.224637397,41.26935425,76.72183416,808.5330495,32.13011506,135.5817469,2566.060966,59.71434449,417.5021152,411.5478431,1056.365812,10.97718779,24.35701194,8.431731789,25.11980317,30.82522005,25.02086848,19.84803226,5.454428715,25.75920668,24.57703678,1.831303975,271.1057008
Ecuador,418.5928682,1074.129068,174.7428113,1.483501622,13.37099737,44.43037577,83.88679155,453.4632883,94.4789649,312.2000804,2058.090786,48.92946608,629.6383067,281.9882582,780.9635326,11.61225517,20.17676425,9.803834199,20.70714284,26.88464222,20.91201294,15.27238704,5.276301051,21.48616325,21.00741272,1.591968975,283.2677106
Uruguay,146.2655957,110.6832461,196.579478,0.026059595,22.37566704,9.672512422,46.92764539,279.9634695,78.9128142,260.2990633,1222.064688,13.20100494,301.6808728,124.9780186,345.1803035,24.18659019,12.06571453,11.47078973,16.56126899,30.79542919,17.52377977,6.608839001,43.91979533,23.2542935,19.08419289,3.942861886,162.7401298
Cape Verde,517.492194,331.0416535,184.5274346,1.778408459,0.321457273,0.870680628,55.90804765,8.647168082,0.015238189,0.244873215,246.3515304,152.5236622,201.7024286,99.95874899,201.8232649,10.40657909,19.74165095,5.901442045,20.59898913,26.90450408,21.72460747,16.49792506,15.90217945,23.82574177,23.82527179,5.97077458,183.7251569
Guinea Bissau,148.9474999,33.63809132,218.6845539,0,4.143156537,17.9514879,59.71054556,10.0842534,0,0.147230802,1656.587446,127.5954615,111.1924692,517.9175591,1253.209316,19.78004131,24.71904896,11.79712913,25.89934879,35.94361098,26.60341047,16.16356971,14.80570981,28.45533531,26.15628923,2.470166962,205.8074479
Gambia,106.1504198,25.5327257,199.8163574,0,25.9565667,3.309044069,60.85787179,1.149735577,0,0.014165052,792.0065891,136.6579959,144.0941129,259.7126971,644.2109042,23.08234232,24.6822001,14.09712721,26.13754506,38.04417375,27.23020048,14.96183141,18.57803626,29.52020723,27.15719504,2.710935042,192.1072828
Sierra Leone,115.6647391,198.3206162,208.9676954,0.159177997,1.00395891,31.78183547,66.29212063,1271.990367,8.782608288,54.42505902,2714.774506,81.36483492,309.5308922,537.0111688,1441.199835,16.04423204,24.79327105,10.58660892,25.84009085,34.44087387,26.03879072,18.39664184,10.75321424,27.50616539,24.91365103,1.616442266,236.73696
Albania,73.83085556,651.8155406,192.1303264,1.89007529,23.3460866,12.80462888,33.16941281,392.5087892,40.08848005,138.15462,1151.097474,38.54662893,138.3346702,159.0460653,435.874661,27.08154903,3.57989578,9.114174371,19.57320594,26.27563639,11.46748679,-0.805912645,62.66851506,19.57741598,5.267449973,2.472693504,181.1311126
Montenegro,77.22907814,1033.036137,173.3449723,1.943118323,16.06607425,30.73063867,31.48645697,364.6184459,66.28103756,223.2163326,1266.377902,21.986191,226.3687901,150.467237,410.6334334,27.16748972,0.120511339,8.70116458,16.01155154,23.03809299,8.471448906,-4.129396719,64.82693287,16.65868757,4.116106447,2.419002458,201.7292493
Kosovo,24.35409491,824.8129659,177.0093311,1.595959077,40.15851182,19.80495513,31.6129762,220.2112596,52.60889262,169.9494238,847.3503499,17.00529375,177.3383072,94.38993818,254.0134878,29.71483142,-0.309952814,9.542772062,15.45451198,25.01586093,9.166762996,-4.69897049,71.38447385,18.00645066,6.321306263,2.153968018,200.8100631
Macedonia,69.04754553,802.3358714,175.2740213,1.895540194,35.37039797,16.95090669,33.76605923,166.4807225,36.8702873,119.154179,642.062617,21.29696364,128.5339612,76.26115993,199.1470726,30.68523936,0.490646328,10.51061799,17.03634124,26.38274097,9.789268392,-4.302498388,70.80659744,18.64252578,7.675625917,2.195983124,187.9338111
Northern Cyprus,39.45327252,89.76909444,161.8802431,0.528399021,60.8686304,2.131334357,40.9380374,214.2611279,0.593331417,4.952406456,402.4425628,89.46808302,7.575595112,96.86246879,230.0010539,28.1370327,11.45269399,11.67258666,26.36214105,34.04144861,18.81357689,5.904415828,59.91329764,26.44903953,11.45949684,2.99759314,126.9902576
Cyprus,35.72680074,328.1184149,156.6589443,1.482844022,39.12814434,7.909843282,40.34821341,320.0145024,1.851776584,10.33299413,563.0425329,93.74573607,11.1638429,133.0550673,340.8121148,26.94125442,10.18902567,10.99422975,24.69381448,32.13542148,17.36447268,5.194167089,58.07376434,24.75970753,10.20445548,2.739476007,116.771612
Lebanon,38.07619697,949.7680368,245.3370826,2.886782145,27.63600558,1.215264123,37.00691326,487.086739,0.499958696,2.690723018,826.0401421,96.58459722,4.600508952,190.0050392,499.1920478,26.23132734,7.278014927,9.839470174,22.0373379,28.89247962,14.92567224,2.661152298,59.09732097,22.16920931,7.306271706,2.97035751,126.9303162
Djibouti,231.9820214,480.6138044,168.7920096,1.233939035,0,0.755656646,46.95999302,37.71663323,3.431423539,23.72587146,180.4970397,56.26808929,54.63894116,33.48979777,77.5311108,20.04260807,23.29336172,9.517264604,28.89576223,38.44177226,27.79701536,18.39916419,36.01357034,32.35688066,30.15426711,3.668666904,139.4924966
Comoros,110.9826184,262.1399276,164.0422195,2.628709288,0.061766523,45.45761218,68.17742784,258.9391675,55.12017793,219.535751,2115.120762,54.54186607,865.1353137,350.8796045,920.9093046,10.8169623,20.4624632,7.42858215,21.07772426,27.24605223,22.27362173,16.42908995,12.65472975,23.5503438,23.52701605,4.302230358,185.4180247
Burundi,39.17268404,1514.864442,174.0215411,0.951510393,26.0672288,12.96760933,75.5685994,168.0788491,3.211205212,28.40337912,1179.876143,63.58945156,206.0140488,190.5869617,486.8342401,14.88368883,19.20977961,11.28771463,19.40696156,27.29664706,19.85361429,12.41295822,5.262054098,20.47441599,19.80324239,2.052875048,254.9407547
